Segment,Country,Product, Discount Band ,Units Sold,Manufacturing Price,Sale Price,XXXGross Sales,Discounts,XXXSales,COGS,XXXProfit,Date,Month Number,Month,Year,Sales,Profit,Gross Sales
Channel Partners,Canada, VTT , Medium ,3244.5, $250.00 , $12.00 ," $38,934.00 "," $2,725.38 "," $36,208.62 "," $9,733.50 "," $26,475.12 ",01-01-2014,1, January ,2013,$10814,$4814,$12814
Small Business,France, VTT , Medium ,959, $250.00 , $300.00 ," $2,87,700.00 "," $20,139.00 "," $2,67,561.00 "," $2,39,750.00 "," $27,811.00 ",01-02-2014,2, February ,2013,$10815,$4815,$12815
Small Business,Mexico, VTT , Medium ,2747, $250.00 , $300.00 ," $8,24,100.00 "," $57,687.00 "," $7,66,413.00 "," $6,86,750.00 "," $79,663.00 ",01-02-2014,2, February ,2013,$10816,$4816,$12816
Enterprise,Canada, Amarilla , Medium ,1645, $260.00 , $125.00 ," $2,05,625.00 "," $14,393.75 "," $1,91,231.25 "," $1,97,400.00 "," $(6,168.75)",01-05-2014,5, May ,2013,$10817,$4817,$12817
Government,Canada, Montana , Medium ,488, $5.00 , $7.00 ," $3,416.00 ", $273.28 ," $3,142.72 "," $2,440.00 ", $702.72 ,01-02-2014,2, February ,2013,$10818,$4818,$12818
Government,United States of America, Montana , Medium ,1282, $5.00 , $20.00 ," $25,640.00 "," $2,051.20 "," $23,588.80 "," $12,820.00 "," $10,768.80 ",01-06-2014,6, June ,2013,$10819,$4819,$12819
Government,Canada, Paseo , Medium ,257, $10.00 , $7.00 ," $1,799.00 ", $143.92 ," $1,655.08 "," $1,285.00 ", $370.08 ,01-05-2014,5, May ,2013,$10820,$4820,$12820
Government,United States of America, Amarilla , Medium ,1282, $260.00 , $20.00 ," $25,640.00 "," $2,051.20 "," $23,588.80 "," $12,820.00 "," $10,768.80 ",01-06-2014,6, June ,2013,$10821,$4821,$12821
Enterprise,Mexico, Carretera , Medium ,1540, $3.00 , $125.00 ," $1,92,500.00 "," $15,400.00 "," $1,77,100.00 "," $1,84,800.00 "," $(7,700.00)",01-08-2014,8, August ,2013,$10822,$4822,$12822
Midmarket,France, Montana , Medium ,2501, $5.00 , $15.00 ," $37,515.00 "," $3,001.20 "," $34,513.80 "," $25,010.00 "," $9,503.80 ",01-03-2014,3, March ,2013,$10823,$4823,$12823
Government,Canada, Montana , Medium ,708, $5.00 , $20.00 ," $14,160.00 "," $1,132.80 "," $13,027.20 "," $7,080.00 "," $5,947.20 ",01-06-2014,6, June ,2013,$10824,$4824,$12824
Government,Germany, Montana , Medium ,645, $5.00 , $20.00 ," $12,900.00 "," $1,032.00 "," $11,868.00 "," $6,450.00 "," $5,418.00 ",01-07-2014,7, July ,2013,$10825,$4825,$12825
Small Business,France, Montana , Medium ,1562, $5.00 , $300.00 ," $4,68,600.00 "," $37,488.00 "," $4,31,112.00 "," $3,90,500.00 "," $40,612.00 ",01-08-2014,8, August ,2013,$10826,$4826,$12826
Enterprise,Mexico, Paseo , Medium ,1114, $10.00 , $125.00 ," $1,39,250.00 "," $11,140.00 "," $1,28,110.00 "," $1,33,680.00 "," $(5,570.00)",01-03-2014,3, March ,2013,$10827,$4827,$12827
Government,Germany, Paseo , Medium ,1259, $10.00 , $7.00 ," $8,813.00 ", $705.04 ," $8,107.96 "," $6,295.00 "," $1,812.96 ",01-04-2014,4, April ,2013,$10828,$4828,$12828
Government,Germany, Paseo , Medium ,1095, $10.00 , $7.00 ," $7,665.00 ", $613.20 ," $7,051.80 "," $5,475.00 "," $1,576.80 ",01-05-2014,5, May ,2013,$10829,$4829,$12829
Government,France, Montana , Medium ,1666, $5.00 , $350.00 ," $5,83,100.00 "," $52,479.00 "," $5,30,621.00 "," $4,33,160.00 "," $97,461.00 ",01-05-2014,5, May ,2013,$10830,$4830,$12830
Small Business,Mexico, Paseo , Medium ,2565, $10.00 , $300.00 ," $7,69,500.00 "," $69,255.00 "," $7,00,245.00 "," $6,41,250.00 "," $58,995.00 ",01-01-2014,1, January ,2013,$10831,$4831,$12831
Government,Mexico, Paseo , Medium ,2417, $10.00 , $350.00 ," $8,45,950.00 "," $76,135.50 "," $7,69,814.50 "," $6,28,420.00 "," $1,41,394.50 ",01-01-2014,1, January ,2013,$10832,$4832,$12832
Midmarket,United States of America, Paseo , Medium ,3675, $10.00 , $15.00 ," $55,125.00 "," $4,961.25 "," $50,163.75 "," $36,750.00 "," $13,413.75 ",01-04-2014,4, April ,2013,$10833,$4833,$12833
Small Business,Canada, Paseo , Medium ,1094, $10.00 , $300.00 ," $3,28,200.00 "," $29,538.00 "," $2,98,662.00 "," $2,73,500.00 "," $25,162.00 ",01-06-2014,6, June ,2013,$10834,$4834,$12834
Midmarket,Mexico, Velo , Medium ,245, $120.00 , $15.00 ," $3,675.00 ", $330.75 ," $3,344.25 "," $2,450.00 ", $894.25 ,01-05-2014,5, May ,2013,$10835,$4835,$12835
Small Business,Canada, Velo , Medium ,3793.5, $120.00 , $300.00 ," $11,38,050.00 "," $1,02,424.50 "," $10,35,625.50 "," $9,48,375.00 "," $87,250.50 ",01-07-2014,7, July ,2013,$10836,$4836,$12836
Government,Germany, Velo , Medium ,1307, $120.00 , $350.00 ," $4,57,450.00 "," $41,170.50 "," $4,16,279.50 "," $3,39,820.00 "," $76,459.50 ",01-07-2014,7, July ,2013,$10837,$4837,$12837
Channel Partners,United States of America, VTT , Medium ,1956, $250.00 , $12.00 ," $23,472.00 "," $2,112.48 "," $21,359.52 "," $5,868.00 "," $15,491.52 ",01-01-2014,1, January ,2013,$10838,$4838,$12838
Small Business,Germany, VTT , Medium ,2659, $250.00 , $300.00 ," $7,97,700.00 "," $71,793.00 "," $7,25,907.00 "," $6,64,750.00 "," $61,157.00 ",01-02-2014,2, February ,2013,$10839,$4839,$12839
Government,United States of America, VTT , Medium ,1351.5, $250.00 , $350.00 ," $4,73,025.00 "," $42,572.25 "," $4,30,452.75 "," $3,51,390.00 "," $79,062.75 ",01-04-2014,4, April ,2013,$10840,$4840,$12840
Channel Partners,Germany, VTT , Medium ,880, $250.00 , $12.00 ," $10,560.00 ", $950.40 ," $9,609.60 "," $2,640.00 "," $6,969.60 ",01-05-2014,5, May ,2013,$10841,$4841,$12841
Government,Germany, Carretera , Medium ,663, $3.00 , $20.00 ," $13,260.00 "," $1,193.40 "," $12,066.60 "," $6,630.00 "," $5,436.60 ",01-05-2014,5, May ,2013,$10842,$4842,$12842
Government,Canada, Carretera , Medium ,819, $3.00 , $7.00 ," $5,733.00 ", $515.97 ," $5,217.03 "," $4,095.00 "," $1,122.03 ",01-07-2014,7, July ,2013,$10843,$4843,$12843
Government,United States of America, Paseo , Medium ,973, $10.00 , $20.00 ," $19,460.00 "," $1,751.40 "," $17,708.60 "," $9,730.00 "," $7,978.60 ",01-03-2014,3, March ,2013,$10844,$4844,$12844
Government,Mexico, Paseo , Medium ,1038, $10.00 , $20.00 ," $20,760.00 "," $1,868.40 "," $18,891.60 "," $10,380.00 "," $8,511.60 ",01-06-2014,6, June ,2013,$10845,$4845,$12845
Channel Partners,France, Velo , Medium ,1967, $120.00 , $12.00 ," $23,604.00 "," $2,124.36 "," $21,479.64 "," $5,901.00 "," $15,578.64 ",01-03-2014,3, March ,2013,$10846,$4846,$12846
Midmarket,Mexico, Velo , Medium ,2628, $120.00 , $15.00 ," $39,420.00 "," $3,547.80 "," $35,872.20 "," $26,280.00 "," $9,592.20 ",01-04-2014,4, April ,2013,$10847,$4847,$12847
Government,Mexico, Amarilla , Medium ,1038, $260.00 , $20.00 ," $20,760.00 "," $1,868.40 "," $18,891.60 "," $10,380.00 "," $8,511.60 ",01-06-2014,6, June ,2013,$10848,$4848,$12848
Midmarket,Canada, Amarilla , Medium ,1630.5, $260.00 , $15.00 ," $24,457.50 "," $2,201.18 "," $22,256.33 "," $16,305.00 "," $5,951.33 ",01-07-2014,7, July ,2013,$10849,$4849,$12849
Enterprise,United States of America, Carretera , High ,3445.5, $3.00 , $125.00 ," $4,30,687.50 "," $43,068.75 "," $3,87,618.75 "," $4,13,460.00 "," $(25,841.25)",01-04-2014,4, April ,2013,$10850,$4850,$12850
Government,United States of America, Montana , High ,2313, $5.00 , $350.00 ," $8,09,550.00 "," $80,955.00 "," $7,28,595.00 "," $6,01,380.00 "," $1,27,215.00 ",01-05-2014,5, May ,2013,$10851,$4851,$12851
Government,France, Paseo , High ,1954, $10.00 , $20.00 ," $39,080.00 "," $3,908.00 "," $35,172.00 "," $19,540.00 "," $15,632.00 ",01-03-2014,3, March ,2013,$10852,$4852,$12852
Small Business,Mexico, Paseo , High ,591, $10.00 , $300.00 ," $1,77,300.00 "," $17,730.00 "," $1,59,570.00 "," $1,47,750.00 "," $11,820.00 ",01-05-2014,5, May ,2013,$10853,$4853,$12853
Midmarket,Germany, Velo , High ,681, $120.00 , $15.00 ," $10,215.00 "," $1,021.50 "," $9,193.50 "," $6,810.00 "," $2,383.50 ",01-01-2014,1, January ,2013,$10854,$4854,$12854
Midmarket,Germany, Velo , High ,510, $120.00 , $15.00 ," $7,650.00 ", $765.00 ," $6,885.00 "," $5,100.00 "," $1,785.00 ",01-04-2014,4, April ,2013,$10855,$4855,$12855
Midmarket,United States of America, Velo , High ,790, $120.00 , $15.00 ," $11,850.00 "," $1,185.00 "," $10,665.00 "," $7,900.00 "," $2,765.00 ",01-05-2014,5, May ,2013,$10856,$4856,$12856
Government,France, Velo , High ,639, $120.00 , $350.00 ," $2,23,650.00 "," $22,365.00 "," $2,01,285.00 "," $1,66,140.00 "," $35,145.00 ",01-07-2014,7, July ,2013,$10857,$4857,$12857
Enterprise,Mexico, VTT , High ,341, $250.00 , $125.00 ," $42,625.00 "," $4,262.50 "," $38,362.50 "," $40,920.00 "," $(2,557.50)",01-05-2014,5, May ,2013,$10858,$4858,$12858
Midmarket,Mexico, VTT , High ,641, $250.00 , $15.00 ," $9,615.00 ", $961.50 ," $8,653.50 "," $6,410.00 "," $2,243.50 ",01-07-2014,7, July ,2013,$10859,$4859,$12859
Government,United States of America, VTT , High ,2807, $250.00 , $350.00 ," $9,82,450.00 "," $98,245.00 "," $8,84,205.00 "," $7,29,820.00 "," $1,54,385.00 ",01-08-2014,8, August ,2013,$10860,$4860,$12860
Enterprise,United States of America, Amarilla , High ,579, $260.00 , $125.00 ," $72,375.00 "," $7,237.50 "," $65,137.50 "," $69,480.00 "," $(4,342.50)",01-01-2014,1, January ,2013,$10861,$4861,$12861
Government,Canada, Amarilla , High ,2240, $260.00 , $350.00 ," $7,84,000.00 "," $78,400.00 "," $7,05,600.00 "," $5,82,400.00 "," $1,23,200.00 ",01-02-2014,2, February ,2013,$10862,$4862,$12862
Small Business,United States of America, Amarilla , High ,2993, $260.00 , $300.00 ," $8,97,900.00 "," $89,790.00 "," $8,08,110.00 "," $7,48,250.00 "," $59,860.00 ",01-03-2014,3, March ,2013,$10863,$4863,$12863
Channel Partners,Canada, Amarilla , High ,3520.5, $260.00 , $12.00 ," $42,246.00 "," $4,224.60 "," $38,021.40 "," $10,561.50 "," $27,459.90 ",01-04-2014,4, April ,2013,$10864,$4864,$12864
Government,Mexico, Amarilla , High ,2039, $260.00 , $20.00 ," $40,780.00 "," $4,078.00 "," $36,702.00 "," $20,390.00 "," $16,312.00 ",01-05-2014,5, May ,2013,$10865,$4865,$12865
Channel Partners,Germany, Amarilla , High ,2574, $260.00 , $12.00 ," $30,888.00 "," $3,088.80 "," $27,799.20 "," $7,722.00 "," $20,077.20 ",01-08-2014,8, August ,2013,$10866,$4866,$12866
Government,France, Paseo , High ,2532, $10.00 , $7.00 ," $17,724.00 "," $1,949.64 "," $15,774.36 "," $12,660.00 "," $3,114.36 ",01-04-2014,4, April ,2013,$10867,$4867,$12867
Midmarket,Canada, Velo , High ,384, $120.00 , $15.00 ," $5,760.00 ", $633.60 ," $5,126.40 "," $3,840.00 "," $1,286.40 ",01-01-2014,1, January ,2013,$10868,$4868,$12868
Government,United States of America, VTT , High ,1579, $250.00 , $7.00 ," $11,053.00 "," $1,215.83 "," $9,837.17 "," $7,895.00 "," $1,942.17 ",01-03-2014,3, March ,2013,$10869,$4869,$12869
Midmarket,United States of America, Amarilla , High ,3199.5, $260.00 , $15.00 ," $47,992.50 "," $5,279.18 "," $42,713.33 "," $31,995.00 "," $10,718.33 ",01-07-2014,7, July ,2013,$10870,$4870,$12870
Channel Partners,Canada, Carretera , High ,1937, $3.00 , $12.00 ," $23,244.00 "," $2,556.84 "," $20,687.16 "," $5,811.00 "," $14,876.16 ",01-02-2014,2, February ,2013,$10871,$4871,$12871
Government,Germany, Carretera , High ,792, $3.00 , $350.00 ," $2,77,200.00 "," $30,492.00 "," $2,46,708.00 "," $2,05,920.00 "," $40,788.00 ",01-03-2014,3, March ,2013,$10872,$4872,$12872
Small Business,Germany, Carretera , High ,2811, $3.00 , $300.00 ," $8,43,300.00 "," $92,763.00 "," $7,50,537.00 "," $7,02,750.00 "," $47,787.00 ",01-07-2014,7, July ,2013,$10873,$4873,$12873
Government,Germany, Montana , High ,766, $5.00 , $350.00 ," $2,68,100.00 "," $29,491.00 "," $2,38,609.00 "," $1,99,160.00 "," $39,449.00 ",01-01-2014,1, January ,2013,$10874,$4874,$12874
Small Business,Canada, Paseo , High ,873, $10.00 , $300.00 ," $2,61,900.00 "," $28,809.00 "," $2,33,091.00 "," $2,18,250.00 "," $14,841.00 ",01-01-2014,1, January ,2013,$10875,$4875,$12875
Government,Mexico, Paseo , High ,1122, $10.00 , $20.00 ," $22,440.00 "," $2,468.40 "," $19,971.60 "," $11,220.00 "," $8,751.60 ",01-03-2014,3, March ,2013,$10876,$4876,$12876
Government,Canada, Paseo , High ,2104.5, $10.00 , $350.00 ," $7,36,575.00 "," $81,023.25 "," $6,55,551.75 "," $5,47,170.00 "," $1,08,381.75 ",01-07-2014,7, July ,2013,$10877,$4877,$12877
Channel Partners,Canada, Paseo , High ,4026, $10.00 , $12.00 ," $48,312.00 "," $5,314.32 "," $42,997.68 "," $12,078.00 "," $30,919.68 ",01-07-2014,7, July ,2013,$10878,$4878,$12878
Channel Partners,France, Paseo , High ,2425.5, $10.00 , $12.00 ," $29,106.00 "," $3,201.66 "," $25,904.34 "," $7,276.50 "," $18,627.84 ",01-07-2014,7, July ,2013,$10879,$4879,$12879
Government,Canada, Paseo , High ,2394, $10.00 , $20.00 ," $47,880.00 "," $5,266.80 "," $42,613.20 "," $23,940.00 "," $18,673.20 ",01-08-2014,8, August ,2013,$10880,$4880,$12880
Midmarket,Mexico, Paseo , High ,1984, $10.00 , $15.00 ," $29,760.00 "," $3,273.60 "," $26,486.40 "," $19,840.00 "," $6,646.40 ",01-08-2014,8, August ,2013,$10881,$4881,$12881
Channel Partners,France, VTT , High ,1734, $250.00 , $12.00 ," $20,808.00 "," $2,288.88 "," $18,519.12 "," $5,202.00 "," $13,317.12 ",01-01-2014,1, January ,2013,$10882,$4882,$12882
Enterprise,Mexico, VTT , High ,554, $250.00 , $125.00 ," $69,250.00 "," $7,617.50 "," $61,632.50 "," $66,480.00 "," $(4,847.50)",01-01-2014,1, January ,2013,$10883,$4883,$12883
Enterprise,Germany, Amarilla , High ,3165, $260.00 , $125.00 ," $3,95,625.00 "," $43,518.75 "," $3,52,106.25 "," $3,79,800.00 "," $(27,693.75)",01-01-2014,1, January ,2013,$10884,$4884,$12884
Government,Mexico, Amarilla , High ,2629, $260.00 , $20.00 ," $52,580.00 "," $5,783.80 "," $46,796.20 "," $26,290.00 "," $20,506.20 ",01-01-2014,1, January ,2013,$10885,$4885,$12885
Enterprise,France, Amarilla , High ,1433, $260.00 , $125.00 ," $1,79,125.00 "," $19,703.75 "," $1,59,421.25 "," $1,71,960.00 "," $(12,538.75)",01-05-2014,5, May ,2013,$10886,$4886,$12886
Government,Mexico, Carretera , High ,886, $3.00 , $350.00 ," $3,10,100.00 "," $37,212.00 "," $2,72,888.00 "," $2,30,360.00 "," $42,528.00 ",01-06-2014,6, June ,2013,$10887,$4887,$12887
Midmarket,United States of America, Montana , High ,677, $5.00 , $15.00 ," $10,155.00 "," $1,218.60 "," $8,936.40 "," $6,770.00 "," $2,166.40 ",01-03-2014,3, March ,2013,$10888,$4888,$12888
Small Business,France, Montana , High ,1773, $5.00 , $300.00 ," $5,31,900.00 "," $63,828.00 "," $4,68,072.00 "," $4,43,250.00 "," $24,822.00 ",01-04-2014,4, April ,2013,$10889,$4889,$12889
Small Business,United States of America, Paseo , High ,3495, $10.00 , $300.00 ," $10,48,500.00 "," $1,25,820.00 "," $9,22,680.00 "," $8,73,750.00 "," $48,930.00 ",01-01-2014,1, January ,2013,$10890,$4890,$12890
Government,Mexico, Paseo , High ,886, $10.00 , $350.00 ," $3,10,100.00 "," $37,212.00 "," $2,72,888.00 "," $2,30,360.00 "," $42,528.00 ",01-06-2014,6, June ,2013,$10891,$4891,$12891
Government,Mexico, Velo , High ,1395, $120.00 , $350.00 ," $4,88,250.00 "," $58,590.00 "," $4,29,660.00 "," $3,62,700.00 "," $66,960.00 ",01-07-2014,7, July ,2013,$10892,$4892,$12892
Channel Partners,Canada, VTT , High ,2109, $250.00 , $12.00 ," $25,308.00 "," $3,036.96 "," $22,271.04 "," $6,327.00 "," $15,944.04 ",01-05-2014,5, May ,2013,$10893,$4893,$12893
Midmarket,France, VTT , High ,3874.5, $250.00 , $15.00 ," $58,117.50 "," $6,974.10 "," $51,143.40 "," $38,745.00 "," $12,398.40 ",01-07-2014,7, July ,2013,$10894,$4894,$12894
Government,United States of America, Amarilla , High ,270, $260.00 , $350.00 ," $94,500.00 "," $11,340.00 "," $83,160.00 "," $70,200.00 "," $12,960.00 ",01-02-2014,2, February ,2013,$10895,$4895,$12895
Government,France, Amarilla , High ,3421.5, $260.00 , $7.00 ," $23,950.50 "," $2,874.06 "," $21,076.44 "," $17,107.50 "," $3,968.94 ",01-07-2014,7, July ,2013,$10896,$4896,$12896
Government,France, Carretera , High ,2521.5, $3.00 , $20.00 ," $50,430.00 "," $6,051.60 "," $44,378.40 "," $25,215.00 "," $19,163.40 ",01-01-2014,1, January ,2013,$10897,$4897,$12897
Channel Partners,Mexico, Montana , High ,2661, $5.00 , $12.00 ," $31,932.00 "," $3,831.84 "," $28,100.16 "," $7,983.00 "," $20,117.16 ",01-05-2014,5, May ,2013,$10898,$4898,$12898
Government,France, VTT , High ,1491, $250.00 , $7.00 ," $10,437.00 "," $1,252.44 "," $9,184.56 "," $7,455.00 "," $1,729.56 ",01-03-2014,3, March ,2013,$10899,$4899,$12899
Midmarket,United States of America, Carretera , High ,2567, $3.00 , $15.00 ," $38,505.00 "," $5,005.65 "," $33,499.35 "," $25,670.00 "," $7,829.35 ",01-06-2014,6, June ,2013,$10900,$4900,$12900
Midmarket,United States of America, VTT , High ,2567, $250.00 , $15.00 ," $38,505.00 "," $5,005.65 "," $33,499.35 "," $25,670.00 "," $7,829.35 ",01-06-2014,6, June ,2013,$10901,$4901,$12901
Government,Canada, Carretera , High ,923, $3.00 , $350.00 ," $3,23,050.00 "," $41,996.50 "," $2,81,053.50 "," $2,39,980.00 "," $41,073.50 ",01-03-2014,3, March ,2013,$10902,$4902,$12902
Government,France, Carretera , High ,1790, $3.00 , $350.00 ," $6,26,500.00 "," $81,445.00 "," $5,45,055.00 "," $4,65,400.00 "," $79,655.00 ",01-03-2014,3, March ,2013,$10903,$4903,$12903
Government,United States of America, Montana , High ,982.5, $5.00 , $350.00 ," $3,43,875.00 "," $44,703.75 "," $2,99,171.25 "," $2,55,450.00 "," $43,721.25 ",01-01-2014,1, January ,2013,$10904,$4904,$12904
Government,United States of America, Montana , High ,1298, $5.00 , $7.00 ," $9,086.00 "," $1,181.18 "," $7,904.82 "," $6,490.00 "," $1,414.82 ",01-02-2014,2, February ,2013,$10905,$4905,$12905
Channel Partners,Mexico, Montana , High ,604, $5.00 , $12.00 ," $7,248.00 ", $942.24 ," $6,305.76 "," $1,812.00 "," $4,493.76 ",01-06-2014,6, June ,2013,$10906,$4906,$12906
Government,Mexico, Montana , High ,2255, $5.00 , $20.00 ," $45,100.00 "," $5,863.00 "," $39,237.00 "," $22,550.00 "," $16,687.00 ",01-07-2014,7, July ,2013,$10907,$4907,$12907
Government,United States of America, Paseo , High ,1438.5, $10.00 , $7.00 ," $10,069.50 "," $1,309.04 "," $8,760.47 "," $7,192.50 "," $1,567.97 ",01-01-2014,1, January ,2013,$10908,$4908,$12908
Small Business,Germany, Paseo , High ,807, $10.00 , $300.00 ," $2,42,100.00 "," $31,473.00 "," $2,10,627.00 "," $2,01,750.00 "," $8,877.00 ",01-01-2014,1, January ,2013,$10909,$4909,$12909
Government,United States of America, Paseo , High ,2641, $10.00 , $20.00 ," $52,820.00 "," $6,866.60 "," $45,953.40 "," $26,410.00 "," $19,543.40 ",01-02-2014,2, February ,2013,$10910,$4910,$12910
Government,Germany, Paseo , High ,2708, $10.00 , $20.00 ," $54,160.00 "," $7,040.80 "," $47,119.20 "," $27,080.00 "," $20,039.20 ",01-02-2014,2, February ,2013,$10911,$4911,$12911
Government,Canada, Paseo , High ,2632, $10.00 , $350.00 ," $9,21,200.00 "," $1,19,756.00 "," $8,01,444.00 "," $6,84,320.00 "," $1,17,124.00 ",01-06-2014,6, June ,2013,$10912,$4912,$12912
Enterprise,Canada, Paseo , High ,1583, $10.00 , $125.00 ," $1,97,875.00 "," $25,723.75 "," $1,72,151.25 "," $1,89,960.00 "," $(17,808.75)",01-06-2014,6, June ,2013,$10913,$4913,$12913
Channel Partners,Mexico, Paseo , High ,571, $10.00 , $12.00 ," $6,852.00 ", $890.76 ," $5,961.24 "," $1,713.00 "," $4,248.24 ",01-07-2014,7, July ,2013,$10914,$4914,$12914
Government,France, Paseo , High ,2696, $10.00 , $7.00 ," $18,872.00 "," $2,453.36 "," $16,418.64 "," $13,480.00 "," $2,938.64 ",01-08-2014,8, August ,2013,$10915,$4915,$12915
Midmarket,France, Velo , High ,3997.5, $120.00 , $15.00 ," $59,962.50 "," $7,795.13 "," $52,167.38 "," $39,975.00 "," $12,192.38 ",01-01-2014,1, January ,2013,$10916,$4916,$12916
Government,Canada, Velo , High ,2632, $120.00 , $350.00 ," $9,21,200.00 "," $1,19,756.00 "," $8,01,444.00 "," $6,84,320.00 "," $1,17,124.00 ",01-06-2014,6, June ,2013,$10917,$4917,$12917
Government,France, Velo , High ,1190, $120.00 , $7.00 ," $8,330.00 "," $1,082.90 "," $7,247.10 "," $5,950.00 "," $1,297.10 ",01-06-2014,6, June ,2013,$10918,$4918,$12918
Channel Partners,Mexico, Velo , High ,604, $120.00 , $12.00 ," $7,248.00 ", $942.24 ," $6,305.76 "," $1,812.00 "," $4,493.76 ",01-06-2014,6, June ,2013,$10919,$4919,$12919
Enterprise,Canada, VTT , High ,1583, $250.00 , $125.00 ," $1,97,875.00 "," $25,723.75 "," $1,72,151.25 "," $1,89,960.00 "," $(17,808.75)",01-06-2014,6, June ,2013,$10920,$4920,$12920
Enterprise,Canada, Amarilla , High ,1659, $260.00 , $125.00 ," $2,07,375.00 "," $26,958.75 "," $1,80,416.25 "," $1,99,080.00 "," $(18,663.75)",01-01-2014,1, January ,2013,$10921,$4921,$12921
Government,France, Amarilla , High ,1190, $260.00 , $7.00 ," $8,330.00 "," $1,082.90 "," $7,247.10 "," $5,950.00 "," $1,297.10 ",01-06-2014,6, June ,2013,$10922,$4922,$12922
Government,Mexico, Carretera , High ,2579, $3.00 , $20.00 ," $51,580.00 "," $7,221.20 "," $44,358.80 "," $25,790.00 "," $18,568.80 ",01-04-2014,4, April ,2013,$10923,$4923,$12923
Government,United States of America, Carretera , High ,1743, $3.00 , $20.00 ," $34,860.00 "," $4,880.40 "," $29,979.60 "," $17,430.00 "," $12,549.60 ",01-05-2014,5, May ,2013,$10924,$4924,$12924
Government,France, Montana , High ,293, $5.00 , $7.00 ," $2,051.00 ", $287.14 ," $1,763.86 "," $1,465.00 ", $298.86 ,01-02-2014,2, February ,2013,$10925,$4925,$12925
Midmarket,Germany, Paseo , High ,278, $10.00 , $15.00 ," $4,170.00 ", $583.80 ," $3,586.20 "," $2,780.00 ", $806.20 ,01-02-2014,2, February ,2013,$10926,$4926,$12926
Government,Canada, Paseo , High ,2428, $10.00 , $20.00 ," $48,560.00 "," $6,798.40 "," $41,761.60 "," $24,280.00 "," $17,481.60 ",01-03-2014,3, March ,2013,$10927,$4927,$12927
Small Business,Mexico, Carretera , High ,801, $3.00 , $300.00 ," $2,40,300.00 "," $33,642.00 "," $2,06,658.00 "," $2,00,250.00 "," $6,408.00 ",01-07-2014,7, July ,2013,$10928,$4928,$12928
Government,Canada, Montana , High ,2227.5, $5.00 , $350.00 ," $7,79,625.00 "," $1,09,147.50 "," $6,70,477.50 "," $5,79,150.00 "," $91,327.50 ",01-01-2014,1, January ,2013,$10929,$4929,$12929
